La Loma Ave=1717=	-122.2564695	37.87759916	835.08	2085.41
La Loma Ave=1717=	-122.2564695	37.87759916	835.08	2085.41
La Loma Ave=1698=	-122.25734043	37.87836638	557.626	1632.9
La Loma Ave=1717=	-122.2564695	37.87759916	835.08	2085.41
Hilgard Ave=2488=	-122.26116672	37.87833217	-1143.42	1817.96
Hilgard Ave=2522=	-122.26051807	37.87851053	-830.44	1667.88
Hilgard Ave=2530=	-122.26020742	37.87845558	-695.848	1673.49
Hilgard Ave=2542=	-122.26003509	37.87847862	-615.35	1647.06
Hilgard Ave=2558=	-122.25986248	37.87850341	-534.534	1619.63
Hilgard Ave=2560=	-122.25969193	37.87852515	-454.984	1594.06
Hilgard Ave=2570=	-122.25951824	37.87854761	-373.933	1567.84
Hilgard Ave=2574=	-122.2593447	37.87857394	-292.529	1539.49
Hilgard Ave=2580=	-122.25918859	37.87864992	-213.601	1485.13
Hilgard Ave=2600=	-122.25878261	37.87875296	-18.647	1395.94
Hilgard Ave=2628=	-122.25856938	37.8787796	80.7523	1364.27
Hilgard Ave=2630=	-122.25837304	37.87870068	161.002	1392.2
Hilgard Ave=2501=	-122.26064779	37.87881595	-855.854	1509.61
Hilgard Ave=2650=	-122.2582013	37.87872158	241.	1367.
Hilgard Ave=2662=	-122.2580279	37.87874438	314.544	1371.17
Hilgard Ave=2670=	-122.257857	37.87876697	387.041	1375.21
Hilgard Ave=2678=	-122.25768747	37.87878597	458.603	1381.
Hilgard Ave=2694=	-122.25751564	37.87880836	531.46	1385.23
Hilgard Ave=2805=	-122.25518845	37.8787627	1486.	1576.
Hilgard Ave=2515=	-122.26036422	37.87893866	-714.151	1419.31
Hilgard Ave=2543=	-122.25996794	37.87900213	-527.9	1352.73
Hilgard Ave=2553=	-122.25979803	37.87902434	-448.587	1326.95
Hilgard Ave=2772=	-122.25587411	37.87902233	1230.9	1405.39
Hilgard Ave=2567=	-122.25962193	37.87905063	-366.029	1298.42
Hilgard Ave=2776=	-122.25554416	37.87907082	1372.11	1400.84
Hilgard Ave=2587=	-122.25935994	37.87908495	-243.727	1258.63
Hilgard Ave=2673=	-122.25794161	37.87918028	393.948	1155.83
Hilgard Ave=2597=	-122.25912253	37.87911435	-133.084	1223.51
Hilgard Ave=2605=	-122.25899419	37.8791325	-73.0267	1203.27
Hilgard Ave=2808=	-122.25522569	37.87910868	1507.46	1400.91
Hilgard Ave=2709=	-122.25697061	37.87938215	814.638	1137.36
Hilgard Ave=2725=	-122.2561936	37.87950457	1149.02	1136.97
Hilgard Ave=2735=	-122.25597884	37.87953233	1241.09	1139.14
Hilgard Ave=2775=	-122.25580628	37.87955636	1315.24	1139.99
Hilgard Ave=2777=	-122.25562807	37.87958284	1392.	1140.
Hilgard Ave=2779=	-122.25530498	37.87986557	1509.66	1032.9
Hilgard Ave=2779=	-122.25530498	37.87986557	1509.66	1032.9
Hilgard Ave=2589=	-122.25935994	37.87908495	-243.727	1258.63
Hilgard Ave=2515=	-122.26036422	37.87893866	-714.151	1419.31
Hilgard Ave=2515=	-122.26036422	37.87893866	-714.151	1419.31
Hilgard Ave=2591=	-122.25935994	37.87908495	-243.727	1258.63
Hilgard Ave=2515=	-122.26036422	37.87893866	-714.151	1419.31
Hilgard Ave=2593=	-122.25935994	37.87908495	-243.727	1258.63
Hilgard Ave=2515=	-122.26036422	37.87893866	-714.151	1419.31
Hilgard Ave=2541=	-122.26014223	37.8789813	-609.044	1378.1
Hilgard Ave=2515=	-122.26036422	37.87893866	-714.151	1419.31
Hilgard Ave=2587=	-122.25935994	37.87908495	-243.727	1258.63
Hilgard Ave=2539=	-122.26014223	37.8789813	-609.044	1378.1
La Vereda Rd=1700=	-122.25588907	37.87787074	1101.19	1982.47
La Vereda Rd=1724=	-122.25588659	37.87815465	1132.28	1839.5
La Vereda Rd=1730=	-122.25571178	37.87817685	1206.69	1838.86
La Vereda Rd=1732=	-122.25545232	37.87785934	1279.	2014.
La Vereda Rd=1736=	-122.25533534	37.87821643	1366.05	1841.63
La Vereda Rd=1701=	-122.2560792	37.87858609	1099.9	1611.14
La Vereda Rd=1639=	-122.25606734	37.87875626	1122.91	1526.81
La Vereda Rd=1731=	-122.25572114	37.87869511	1259.16	1578.01
La Vereda Rd=1680=	-122.2564773	37.87877047	955.383	1495.26
La Vereda Rd=1735=	-122.25553459	37.87872348	1339.1	1574.96
La Vereda Rd=1633=	-122.25608568	37.87887078	1127.54	1468.49
La Vereda Rd=1631=	-122.25611145	37.87899546	1130.18	1404.66
La Vereda Rd=1650=	-122.25651924	37.87898401	960.053	1381.7
La Vereda Rd=1629=	-122.2561332	37.87911906	1134.34	1341.46
La Vereda Rd=1616=	-122.25665719	37.87939755	945.409	1156.7
La Vereda Rd=1615=	-122.25638984	37.87952894	1070.01	1109.2
La Vereda Rd=1606=	-122.25681647	37.87963235	903.831	1021.56
La Vereda Rd=1611=	-122.25635123	37.87973448	1107.25	1005.63
La Vereda Rd=1601=	-122.25631867	37.87991938	1139.85	912.295
La Vereda Rd=1590=	-122.25728624	37.88009956	756.647	742.919
La Vereda Rd=1591=	-122.25668856	37.8802276	1018.	724.
La Vereda Rd=1595=	-122.25647351	37.8802047	1094.68	755.728
La Vereda Rd=1550=	-122.25764332	37.88033688	618.942	596.995
La Vereda Rd=1570=	-122.2572564	37.88040178	786.029	593.827
La Vereda Rd=1585=	-122.25681417	37.88046885	974.979	594.263
La Vereda Rd=1575=	-122.25696607	37.88063953	920.697	496.847
La Vereda Rd=1589=	-122.2565372	37.88053321	1074.46	589.325
La Vereda Rd=1553=	-122.25752262	37.88068636	687.248	431.256
La Vereda Rd=1551=	-122.25769627	37.880675	613.133	423.787
La Vereda Rd=1565=	-122.25718361	37.88088776	840.75	356.154
La Vereda Rd=1555=	-122.25754487	37.88094989	690.777	297.699
Hawthorne Ter=2528=	-122.26088382	37.88181805	-635.444	-128.773
Hawthorne Ter=2526=	-122.26112852	37.88154006	-776.482	44.1529
Hawthorne Ter=2506=	-122.26123801	37.88189999	-786.799	-145.816
Highland Pl=1825=	-122.25549545	37.87589937	1057.56	3001.59
Highland Pl=1816=	-122.25596534	37.87619157	895.365	2826.25
Highland Pl=1815=	-122.2554152	37.87625263	1127.18	2827.86
Highland Pl=1810=	-122.25600577	37.87638925	899.347	2724.
Highland Pl=1771=	-122.25546991	37.87660203	1141.08	2648.13
Highland Pl=1735=	-122.2555246	37.87683372	1142.75	2527.85
Highland Pl=1736=	-122.25620629	37.87697963	878.544	2413.92
Highland Pl=1730=	-122.25635346	37.87721102	842.285	2288.34
Highland Pl=1780=	-122.25616679	37.87685233	881.498	2480.56
Highland Pl=1790=	-122.25616679	37.87685233	881.498	2480.56
Highland Pl=1770=	-122.25635346	37.87721102	842.285	2288.34
Highland Pl=1730=	-122.25635346	37.87721102	842.285	2288.34
Highland Pl=1790=	-122.25616679	37.87685233	881.498	2480.56
Highland Pl=1730=	-122.25635346	37.87721102	842.285	2288.34
Highland Pl=1732=	-122.25635346	37.87721102	842.285	2288.34
Highland Pl=1730=	-122.25635346	37.87721102	842.285	2288.34
Highland Pl=1732=	-122.25635346	37.87721102	842.285	2288.34
Highland Pl=1821=	-122.25549545	37.87589937	1057.56	3001.59
Highland Pl=1823=	-122.25549545	37.87589937	1057.56	3001.59
Highland Pl=1825=	-122.25549545	37.87589937	1057.56	3001.59
Highland Pl=1827=	-122.25549545	37.87589937	1057.56	3001.59
Highland Pl=1829=	-122.25549545	37.87589937	1057.56	3001.59
Highland Pl=1831=	-122.25549545	37.87589937	1057.56	3001.59
Hill Ct=2510=	-122.26083467	37.87983289	-829.58	963.129
Hill Ct=2514=	-122.26062836	37.87984264	-735.154	941.328
Hill Ct=2518=	-122.26044513	37.87977642	-659.452	963.3
Hill Ct=2522=	-122.26027107	37.87977324	-581.029	951.202
Hill Ct=2504=	-122.26113173	37.87988846	-957.956	956.096
Hill Ct=2525=	-122.26011748	37.87991357	-496.228	861.517
Hill Ct=2501=	-122.26113037	37.88005971	-938.674	861.457
Hill Ct=2515=	-122.26063239	37.88005309	-714.039	825.48
Hill Ct=2509=	-122.26094089	37.88005799	-853.114	847.327
Hill Ct=2519=	-122.26044362	37.88006794	-626.994	802.26
Hill Ct=2521=	-122.26031341	37.8800698	-567.865	790.87
Hill Ct=2511=	-122.26081123	37.88011429	-788.301	805.93
Virginia St=2472=	-122.26115753	37.87748225	-1231.9	2286.38
Virginia St=2480=	-122.26091299	37.87757057	-1111.61	2218.17
Virginia St=2500=	-122.26032193	37.87766232	-834.132	2120.48
Virginia St=2536=	-122.26000548	37.87761186	-696.425	2123.15
Virginia St=2538=	-122.25985401	37.87763312	-625.561	2099.36
Virginia St=2554=	-122.25968325	37.8776554	-545.857	2073.47
Virginia St=2564=	-122.25951047	37.87767925	-465.067	2046.56
Virginia St=2566=	-122.25933891	37.87770221	-384.926	2020.23
Virginia St=2600=	-122.25852161	37.87791659	8.30375	1836.85
